order_id,order_date,store_id,store_region,product_sku,product_category,product_name,quantity,unit_price,discount_pct,channel,updated_at
ORD-00113931,2023-01-03,141,SE,SKU-00014,  lumber,7/16 in. OSB Board,11.0,23.28,28.0,ONLINE,2023-01-24
ORD-00112821,2023-04-22,142,South East,SKU-00005,Power Tools,Compact Reciprocating Saw,11.0,110.31,22.0,IN-STORE,2023-04-26
ORD-00113169,2024-01-10,109,South West,SKU-00037,Hardware,Wood Glue 16 oz. ,12.0,6.47,9.0,in store,2024-01-22
ORD-00138453,2024-01-06,103,SE,SKU-00025,Electrical,LED A19 Bulb (4-pk),8.0,10.4,14.0,in_store,2024-01-26
ORD-00111154,2023-04-15,107,Northeast,SKU-00044,Garden,Bypass Pruning Shears,9.0,17.61,24.0,in store,2023-04-16
ORD-00136108,2023-06-20,102,,SKU-00049,Appliances,1.6 cu. ft. Microwave,3.0,122.16,22.0,in_store,2023-07-15
ORD-00127050,2024-02-07,116,SE,SKU-00014,Lumber,7/16 IN. OSB BOARD,1.0,22.89,25.0,instore,2024-02-14
ORD-00131893,2024-10-10,122,southeast,SKU-00012,Lumber, 2x4x8 Prime Stud  ,,4.4,27.0,pro_desk,2024-10-23
ORD-00109989,2024-08-01,138,NE,SKU-00034,Flooring, Luxury Vinyl Plank (per case) ,9.0,58.43,1.0,pro_desk,2024-08-12
ORD-00127218,2023-10-01,146,southwest,SKU-00024,  Electrical,  SINGLE-POLE BREAKER 20A  ,11.0,6.55,1.0,in store,2023-10-13
ORD-00140358,2024-10-02,143,Southeast,SKU-00030,Paint,Painter's Tape 1.88 in.,12.0,6.46,2.0,IN-STORE,2024-10-24
ORD-00116036,2024-08-31,132,W,SKU-00029,Paint  ,9 in. Roller Kit,3.0,13.73,21.0,in store,2024-09-02
ORD-00114435,2023-03-25,123,southeast,SKU-00015,  Lumber,1x6 Cedar Board ,6.0,8.77,,IN-STORE,2023-04-04
ORD-00102753,2023-04-09,143,South East,SKU-00022, Electrical  ,12/2 Romex 50 ft.,8.0,50.76,14.0,instore,2023-05-05
ORD-00137545,2024-12-25,129,West,SKU-00025,Electrical, led a19 bulb (4-pk) ,11.0,12.27,18.0,web,2025-01-07
ORD-00114112,2024-04-16,116,Midwest,SKU-00046, appliances  ,40 gal. Electric Water Heater,7.0,446.22,0.0,instore,2024-04-18
ORD-00128865,2024-07-05,142,southeast,SKU-00021,  PLUMBING, Pipe Wrench 14 in.  ,10.0,24.66,0.0,In-Store,2024-07-14
ORD-00108571,2024-11-04,124, southeast ,SKU-00041,Garden,POTTING SOIL 2 CU. FT.,11.0,12.12,29.0,IN-STORE,2024-12-03
ORD-00124326,2024-03-07,132,midwest,SKU-00011,Hand Tools,Locking Pliers 7 in.,3.0,12.7,10.0,in_store,2024-03-31
ORD-00137391,2023-09-25,137,SE,SKU-00033,Flooring,Ceramic Tile 12x12 (per box),11.0,32.13,1.0,,2023-10-15
ORD-00109216,2023-08-18,127,South East,SKU-00013,Lumber, 1/2 in. 4x8 Plywood Sheet,4.0,46.39,18.0,in_store,2023-08-22
ORD-00136718,2023-05-28,147,southwest,SKU-00030,Paint  ,Painter's Tape 1.88 in.,11.0,6.45,,in store,2023-06-04
ORD-00118271,2024-11-16,108,South East,SKU-00049,appliances ,1.6 cu. ft. Microwave,10.0,114.27,4.0,Online,2024-12-08
ORD-00106513,2023-03-03,121,southeast,SKU-00019, plumbing ,  Single-Handle Kitchen Faucet ,1.0,86.5,25.0,Online,2023-03-04
ORD-00108024,2023-01-16,113,South East,SKU-00028,Paint, Bonding Primer 1 gal. ,5.0,22.14,4.0,in_store,2023-02-10
ORD-00105591,2023-05-04,113,MW,SKU-00015,Lumber,1x6 Cedar Board,7.0,10.39,0.0,instore,2023-05-20
ORD-00115527,2023-10-25,112,MW,SKU-00005,Power Tools  ,  compact reciprocating saw,12.0,121.94,13.0,Online,2023-11-11
ORD-00135127,2024-09-12,112,west,SKU-00037,Hardware  ,  Wood Glue 16 oz.  ,7.0,,5.0,online,2024-09-16
ORD-00135172,2024-12-18,102,NE,SKU-00016,Lumber,Pressure-Treated 4x4x8,6.0,12.47,0.0,prodesk,2025-01-11
ORD-00113854,2024-12-21,119,southeast,SKU-00036,Hardware,Deck Screws 5 lb.,7.0,35.83,1.0,IN-STORE,2025-01-17
ORD-00119355,2023-02-09,142,Southeast,SKU-00026, electrical ,Wire Connectors (100-ct),11.0,9.0,9.0,Online,2023-02-12
ORD-00133239,2024-12-11,137,SW,SKU-00017,PLUMBING,1/2 in. PVC Pipe 10 ft.,9.0,5.59,150.0,online,2024-12-11
ORD-00141674,2023-08-28,138,SW,SKU-00014,Lumber,7/16 in. OSB Board,9.0,21.26,0.0,instore,2023-09-26
ORD-00111581,2024-02-14,124,NE,SKU-00044,garden  ,Bypass Pruning Shears,5.0,14.67,6.0,In-Store,2024-02-21
ORD-00129659,2024-08-06,113, southeast ,SKU-00043,Garden,50 ft. Garden Hose,6.0,31.96,19.0,web,2024-08-30
ORD-00122507,2024-05-25,102,SW,SKU-00006,Hand Tools, 16 oz. Claw Hammer ,8.0,16.67,10.0,web,2024-06-21
ORD-00121733,2023-09-18,108,SW,SKU-00028,Paint, BONDING PRIMER 1 GAL. ,2.0,21.91,24.0,in store,2023-09-20
ORD-00111565,2024-06-03,119,South East,SKU-00023,Electrical,Duplex Outlet (10-pk)  ,6.0,10.16,7.0,in store,2024-06-17
ORD-00104289,2023-03-01,147,northeast,SKU-00029,Paint,9 in. Roller Kit,3.0,14.2,2.0,In-Store,2023-03-19
ORD-00104849,2024-06-25,122,northeast,SKU-00009,  HAND TOOLS  ,Adjustable Wrench 10 in.  ,11.0,11.6,6.0,web,2024-07-15
ORD-00100152,2023-11-02,134,southwest,SKU-00031,Paint  ,Angled Brush Set (3-pc),10.0,12.95,3.0,In-Store,2023-11-22
ORD-00101860,2023-05-19,138,northeast,SKU-00014, lumber, 7/16 IN. OSB BOARD ,10.0,21.42,14.0,pro desk,2023-05-20
ORD-00129393,2024-11-23,145,SW,SKU-00009,hand tools  ,Adjustable Wrench 10 in.,10.0,10.79,11.0,ONLINE,2024-12-22
ORD-00110600,2024-06-22,134,SE,SKU-00002,Power Tools, Impact Driver Kit ,9.0,156.15,,instore,2024-07-11
ORD-00141449,2024-06-27,102, southeast ,SKU-00043, GARDEN  ,50 ft. Garden Hose,3.0,28.8,21.0,in store,2024-06-29
ORD-00103595,2023-05-03,137,W,SKU-00011, hand tools,Locking Pliers 7 in.,2.0,11.93,0.0,ONLINE,2023-05-11
ORD-00120595,2023-05-14,132,southeast,SKU-00036,  HARDWARE,Deck Screws 5 lb.,2.0,,28.0,web,2023-06-01
ORD-00142590,2024-02-19,137,northeast,SKU-00049,Appliances,1.6 cu. ft. Microwave,,,4.0,,2024-03-12
ORD-00144135,2023-02-20,110,South West,SKU-00017,Plumbing  , 1/2 in. pvc pipe 10 ft. ,4.0,5.27,15.0,IN-STORE,2023-03-19
ORD-00121973,2023-03-28,118,North East,SKU-00007,  HAND TOOLS,  25 ft. tape measure  ,12.0,21.8,4.0,IN-STORE,2023-04-15
ORD-00101701,2023-03-17,120,southwest,SKU-00009, Hand Tools ,Adjustable Wrench 10 in.,9.0,12.32,27.0,Online,2023-03-21
ORD-00112464,2024-11-11,114,northeast,SKU-00030,  PAINT ,Painter's Tape 1.88 in.,12.0,6.02,23.0,,2024-12-02
ORD-00116007,2024-08-23,133,South East,SKU-00037,Hardware,  wood glue 16 oz. ,12.0,7.93,14.0,instore,2024-09-07
ORD-00118712,2024-06-10,107,MW,SKU-00015,Lumber ,1x6 Cedar Board,7.0,9.01,,in_store,2024-07-07
ORD-00136223,2023-11-23,146,W,SKU-00021,Plumbing, PIPE WRENCH 14 IN.,12.0,25.73,6.0,Online,2023-12-12
ORD-00118163,2024-07-27,133,Midwest,SKU-00004,Power Tools ,RANDOM ORBITAL SANDER ,9.0,70.49,25.0,instore,2024-07-28
ORD-00102186,2023-01-25,149,W,SKU-00019, Plumbing, Single-Handle Kitchen Faucet  ,1.0,85.29,0.0,prodesk,2023-02-20
ORD-00102966,2023-05-12,149,northeast,SKU-00037,Hardware,Wood Glue 16 oz.,8.0,6.93,5.0,ONLINE,2023-05-16
ORD-00133809,2024-08-21,130,southwest,SKU-00006,  HAND TOOLS ,16 oz. Claw Hammer,3.0,14.62,,in_store,2024-09-01
ORD-00110120,2023-06-03,145,northeast,SKU-00001,Power Tools,7-1/4 in. Circular Saw,12.0,109.49,22.0,instore,2023-06-12
ORD-00134926,2023-01-19,129,South West,SKU-00003,  Power Tools,4-1/2 in. Angle Grinder,4.0,57.36,2.0,IN-STORE,2023-01-29
ORD-00131733,2023-10-25,124,northeast,SKU-00035,Flooring,  Foam Underlayment Roll ,1.0,27.49,23.0,instore,2023-11-11
ORD-00124472,2024-11-05,112,W,SKU-00035,  FLOORING  ,Foam Underlayment Roll,3.0,22.28,1.0,Online,2024-12-01
ORD-00127929,2023-10-17,137,Northeast,SKU-00026,electrical, WIRE CONNECTORS (100-CT)  ,11.0,9.18,8.0,pro_desk,2023-10-18
ORD-00109153,2023-09-30,139,west,SKU-00009, Hand Tools  ,Adjustable Wrench 10 in.,10.0,11.69,28.0,instore,2023-10-21
ORD-00103104,2024-12-26,125,SE,SKU-00016,Lumber,Pressure-Treated 4x4x8,5.0,12.9,3.0,instore,2025-01-19
ORD-00117464,2023-12-24,116,MW,SKU-00037,  HARDWARE,Wood Glue 16 oz.,8.0,6.26,22.0,In-Store,2024-01-13
ORD-00115155,2024-05-04,101,W,SKU-00016,Lumber,Pressure-Treated 4x4x8,11.0,12.7,15.0,IN-STORE,2024-05-31
ORD-00112309,2023-06-13,101,W,SKU-00032, flooring,Laminate Plank (per case) ,11.0,42.97,4.0,IN-STORE,2023-06-13
ORD-00128810,2023-02-07,139,southeast,SKU-00045,Garden,All-Purpose Fertilizer 25 lb.,6.0,21.33,4.0,Online,2023-02-16
ORD-00129662,2023-10-11,147,NE,SKU-00040, Hardware ,Cabinet Knobs (10-pk),12.0,26.05,5.0,Pro Desk,2023-10-13
ORD-00140348,2023-02-09,100,Midwest,SKU-00011,  Hand Tools, Locking Pliers 7 in. ,5.0,13.21,26.0,in store,2023-03-07
ORD-00138983,2023-08-02,124,North East,SKU-00016,  Lumber  , PRESSURE-TREATED 4X4X8,1.0,13.15,1.0,in store,2023-08-19
ORD-00118207,2023-11-14,133,MW,SKU-00030, Paint ,Painter's Tape 1.88 in.,6.0,6.25,3.0,IN-STORE,2023-11-21
ORD-00107293,2024-10-14,148,midwest,SKU-00037,HARDWARE ,wood glue 16 oz.,4.0,6.94,20.0,in store,2024-11-07
ORD-00100709,2024-12-27,137,SE,SKU-00031, Paint,angled brush set (3-pc)  ,7.0,,13.0,web,2025-01-02
ORD-00120354,2024-05-02,147,Southeast,SKU-00009,Hand Tools, ADJUSTABLE WRENCH 10 IN.,6.0,13.32,16.0,in store,2024-05-10
ORD-00144948,2024-08-08,130,Southeast,SKU-00043,  Garden,50 ft. Garden Hose,9.0,27.93,22.0,in_store,2024-09-05
ORD-00109152,2023-08-15,105,,SKU-00044,Garden,Bypass Pruning Shears,7.0,15.0,3.0,,2023-08-30
ORD-00113264,2024-04-16,136,West,SKU-00044, Garden , bypass pruning shears  ,2.0,16.25,19.0,in store,2024-04-19
ORD-00113727,2023-11-17,101,southeast,SKU-00018,Plumbing  ,Brass Ball Valve 3/4 in. ,11.0,13.15,1.0,web,2023-12-03
ORD-00112481,2023-11-25,109,W,SKU-00022,Electrical ,12/2 Romex 50 ft. ,3.0,63.39,23.0,instore,2023-12-20
ORD-00101643,2024-11-02,100, southeast ,SKU-00043,Garden,50 FT. GARDEN HOSE  ,6.0,27.44,2.0,IN-STORE,2024-11-14
ORD-00106788,2024-09-29,115,west,SKU-00006,Hand Tools, 16 oz. Claw Hammer ,6.0,13.65,0.0,Online,2024-10-06
ORD-00116627,2024-02-04,126,SE,SKU-00021,plumbing  ,  pipe wrench 14 in.,1.0,29.78,1.0,ONLINE,2024-02-12
ORD-00104541,2023-05-23,118,Northeast,SKU-00032,Flooring,Laminate Plank (per case),2.0,37.67,25.0,prodesk,2023-05-26
ORD-00143994,2023-01-07,115,Mid West,SKU-00019,Plumbing,Single-Handle Kitchen Faucet,5.0,72.15,4.0,instore,2023-01-29
ORD-00143769,2024-05-04,149,midwest,SKU-00040,  HARDWARE,Cabinet Knobs (10-pk),3.0,23.09,13.0,ONLINE,2024-06-02
ORD-00125348,2023-10-23,104,northeast,SKU-00015,Lumber,  1x6 Cedar Board,6.0,9.84,3.0,instore,2023-11-21
ORD-00129165,2023-03-10,101,midwest,SKU-00029,Paint ,9 in. Roller Kit ,2.0,16.1,0.0,Online,2023-03-22
ORD-00121693,2024-11-08,143,Midwest,SKU-00033,Flooring  ,Ceramic Tile 12x12 (per box),6.0,26.51,14.0,instore,2024-11-11
ORD-00120014,2024-04-07,141,North East,SKU-00009, Hand Tools  ,Adjustable Wrench 10 in.,2.0,11.51,24.0,Online,2024-05-03
ORD-00106443,2024-07-30,134,west,SKU-00039, Hardware , Drywall Anchors (50-ct) ,12.0,,9.0,in store,2024-08-12
ORD-00111131,2023-02-12,134,northeast,SKU-00032,flooring ,Laminate Plank (per case),10.0,42.04,6.0,prodesk,2023-03-01
ORD-00110989,2023-08-31,142,Midwest,SKU-00031,Paint, Angled Brush Set (3-pc) ,7.0,13.7,10.0,in store,2023-09-13
ORD-00141635,2023-11-02,148,,SKU-00011,  HAND TOOLS,Locking Pliers 7 in.,12.0,11.68,13.0,in_store,2023-11-06
ORD-00138931,2024-02-17,147,Northeast,SKU-00019,Plumbing,Single-Handle Kitchen Faucet,10.0,96.45,22.0,IN-STORE,2024-02-22
ORD-00128431,2024-08-28,131,SE,SKU-00015,Lumber, 1X6 CEDAR BOARD ,5.0,,26.0,Online,2024-09-01
ORD-00141647,2023-09-21,109,MW,SKU-00028,Paint,Bonding Primer 1 gal.,2.0,22.76,1.0,web,2023-10-02
ORD-00109354,2023-10-29,135,NE,SKU-00034,  Flooring  ,luxury vinyl plank (per case),2.0,56.99,29.0,ONLINE,2023-11-15
ORD-00107153,2023-03-03,121,West,SKU-00014,Lumber,7/16 in. OSB Board,8.0,24.91,1.0,ONLINE,2023-04-08
ORD-00137013,2024-06-03,115,South West,SKU-00027,paint,Interior Latex Paint 1 gal.,1.0,31.35,22.0,prodesk,2024-06-27
ORD-00133711,2024-01-21,119,southeast,SKU-00016,  lumber ,Pressure-Treated 4x4x8,8.0,13.02,5.0,in store,2024-01-29
ORD-00135994,2023-06-19,129,Mid West,SKU-00027, Paint  ,Interior Latex Paint 1 gal.,8.0,35.36,19.0,instore,2023-07-10
ORD-00115349,2024-06-13,132,Northeast,SKU-00023, Electrical,Duplex Outlet (10-pk),10.0,9.19,,in_store,2024-07-11
ORD-00141081,2024-05-23,110,northeast,SKU-00042,Garden,Hardwood Mulch 2 cu. ft.,9.0,5.08,1.0,In-Store,2024-06-15
ORD-00107405,2024-03-25,138,west,SKU-00044,  Garden ,  BYPASS PRUNING SHEARS ,4.0,14.86,15.0,Online,2024-04-14
ORD-00143614,2024-12-14,133,Northeast,SKU-00043, GARDEN  ,50 ft. Garden Hose,10.0,29.43,10.0,In-Store,2024-12-31
ORD-00132286,2023-05-27,105,W,SKU-00010,Hand Tools, utility knife ,5.0,9.3,2.0,ONLINE,2023-06-10
ORD-00106226,2024-08-09,144,west,SKU-00016,Lumber, Pressure-Treated 4x4x8 ,7.0,13.52,0.0,IN-STORE,2024-08-10
ORD-00109707,2024-10-10,128,northeast,SKU-00031, Paint  , angled brush set (3-pc),5.0,13.53,12.0,Pro-Desk,2024-10-14
ORD-00114898,2023-01-31,117,west,SKU-00004, POWER TOOLS ,Random Orbital Sander,7.0,70.89,0.0,,2023-02-22
ORD-00135565,2023-03-27,123,northeast,SKU-00024,Electrical,Single-Pole Breaker 20A,4.0,6.47,4.0,in_store,2023-04-08
ORD-00115036,2024-10-30,129,Northeast,SKU-00037,  Hardware ,Wood Glue 16 oz.,12.0,7.7,28.0,Pro-Desk,2024-11-13
ORD-00140936,2024-10-15,140,South East,SKU-00035,Flooring,  FOAM UNDERLAYMENT ROLL ,2.0,24.65,1.0,pro desk,2024-10-19
ORD-00118555,2023-10-18,134,Northeast,SKU-00016,Lumber,pressure-treated 4x4x8  ,8.0,12.48,10.0,instore,2023-11-11
ORD-00137752,2023-02-07,125,Southeast,SKU-00020,Plumbing ,P-Trap Kit,2.0,7.46,18.0,in_store,2023-02-19
ORD-00137628,2023-11-01,138,Northeast,SKU-00023,Electrical, duplex outlet (10-pk),6.0,,11.0,IN-STORE,2023-11-13
ORD-00107838,2024-06-12,112,west,SKU-00039,Hardware,Drywall Anchors (50-ct),1.0,7.37,4.0,in_store,2024-07-05
ORD-00134731,2023-02-05,116,NE,SKU-00002,  Power Tools  , Impact Driver Kit ,6.0,141.71,17.0,Online,2023-03-01
ORD-00127921,2023-05-02,112,midwest,SKU-00001,Power Tools ,7-1/4 IN. CIRCULAR SAW,3.0,131.31,26.0,in_store,2023-05-09
ORD-00116598,2024-04-21,148,South West,SKU-00032,Flooring,Laminate Plank (per case),11.0,41.43,25.0,in store,2024-05-09
ORD-00101437,2024-01-02,135,SE,SKU-00034,Flooring, Luxury Vinyl Plank (per case)  ,11.0,55.12,29.0,ONLINE,2024-01-24
ORD-00102060,2023-09-13,148, southeast ,SKU-00023,Electrical,Duplex Outlet (10-pk),12.0,8.49,13.0,pro_desk,2023-09-18
ORD-00127108,2023-07-17,143,Northeast,SKU-00036, Hardware  ,  DECK SCREWS 5 LB.,4.0,33.92,14.0,instore,2023-07-31
ORD-00142716,2023-07-23,139,SW,SKU-00047, appliances ,52 in. Ceiling Fan,11.0,122.31,4.0,ONLINE,2023-08-07
ORD-00119781,2024-02-03,126,North East,SKU-00034,flooring ,Luxury Vinyl Plank (per case),4.0,60.43,21.0,ONLINE,2024-03-02
ORD-00128807,2024-03-03,139, southeast ,SKU-00001, Power Tools ,  7-1/4 IN. CIRCULAR SAW ,11.0,132.17,29.0,online,2024-03-09
ORD-00105700,2024-03-06,105,west,SKU-00003,  power tools,4-1/2 in. Angle Grinder,10.0,57.66,3.0,instore,2024-03-24
ORD-00132659,2023-03-11,145,South East,SKU-00045, Garden  ,All-Purpose Fertilizer 25 lb. ,8.0,22.48,1.0,,2023-03-13
ORD-00139899,2023-02-02,101,Midwest,SKU-00021,Plumbing,Pipe Wrench 14 in.,3.0,28.05,26.0,prodesk,2023-02-16
ORD-00126671,2024-10-17,105,MW,SKU-00015,Lumber, 1X6 CEDAR BOARD,4.0,9.49,18.0,ONLINE,2024-11-09
ORD-00138173,2023-06-03,137, southeast ,SKU-00007,Hand Tools ,25 ft. Tape Measure,5.0,22.62,200.0,IN-STORE,2023-06-30
ORD-00137537,2024-02-21,138,northeast,SKU-00029,paint  ,9 in. Roller Kit,4.0,17.62,,In-Store,2024-02-23
ORD-00122831,2024-11-16,127,Mid West,SKU-00049,Appliances,1.6 cu. ft. Microwave,1.0,130.86,27.0,IN-STORE,2024-12-01
ORD-00105236,2023-11-14,111,Southeast,SKU-00006,  hand tools  ,16 oz. Claw Hammer,3.0,16.08,9.0,IN-STORE,2023-11-19
ORD-00109754,2023-03-06,112,NE,SKU-00020,  Plumbing  ,P-Trap Kit ,2.0,6.77,1.0,instore,2023-03-26
ORD-00121311,2023-12-04,129,South East,SKU-00002,Power Tools,Impact Driver Kit  ,2.0,158.21,0.0,In-Store,2023-12-09
ORD-00118327,2023-03-01,122,Southeast,SKU-00025, Electrical  ,LED A19 Bulb (4-pk),3.0,10.57,3.0,In-Store,2023-03-09
ORD-00102403,2024-06-22,143, southeast ,SKU-00041,  Garden ,Potting Soil 2 cu. ft.,5.0,11.43,20.0,IN-STORE,2024-06-24
ORD-00130157,2024-06-05,126,Southeast,SKU-00002,Power Tools, IMPACT DRIVER KIT  ,3.0,154.06,3.0,instore,2024-06-25
ORD-00118996,2023-11-18,128,SE,SKU-00022,  ELECTRICAL  ,  12/2 Romex 50 ft.  ,10.0,66.46,5.0,In-Store,2023-12-12
ORD-00105118,2024-01-22,103,NE,SKU-00003,  Power Tools ,4-1/2 in. Angle Grinder,12000.0,51.06,25.0,web,2024-01-27
ORD-00115182,2024-04-11,120,Midwest,SKU-00035,Flooring ,Foam Underlayment Roll,3.0,22.54,,online,2024-05-07
ORD-00112557,2024-10-27,102,West,SKU-00008,Hand Tools, Screwdriver Set (10-pc) ,6.0,28.68,4.0,in store,2024-11-11
ORD-00134519,2023-04-12,149,MW,SKU-00016,LUMBER,Pressure-Treated 4x4x8,12.0,13.63,28.0,in store,2023-05-11
ORD-00104372,2023-09-13,142,Mid West,SKU-00001,Power Tools,7-1/4 in. Circular Saw,10.0,151.57,3.0,ONLINE,2023-10-04
ORD-00110650,2023-04-29,139,Southwest,SKU-00020,Plumbing,P-Trap Kit,5000.0,8.16,0.0,in store,2023-05-17
ORD-00110651,2023-01-28,123,west,SKU-00022,electrical ,12/2 ROMEX 50 FT.,7.0,54.97,4.0,pro_desk,2023-02-25
ORD-00117727,2024-09-27,105, southeast ,SKU-00017,Plumbing,1/2 in. PVC Pipe 10 ft.,4.0,4.71,,instore,2024-10-16
ORD-00124019,2024-06-14,128,southwest,SKU-00022, Electrical ,12/2 Romex 50 ft.,11.0,72.55,0.0,Pro Desk,2024-06-23
ORD-00104628,2024-09-13,130,South East,SKU-00015,Lumber, 1x6 Cedar Board  ,7.0,8.44,15.0,In-Store,2024-10-02
ORD-00106522,2024-05-28,105,,SKU-00042,Garden  ,Hardwood Mulch 2 cu. ft.,6.0,4.12,11.0,,2024-06-04
ORD-00119744,2024-03-07,102,midwest,SKU-00043,garden  ,50 ft. Garden Hose,10.0,34.8,18.0,in_store,2024-03-26
ORD-00139882,2024-09-16,147,Midwest,SKU-00015,  lumber ,1x6 Cedar Board,1.0,10.31,3.0,IN-STORE,2024-09-18
ORD-00114236,2023-09-26,139,SE,SKU-00019,Plumbing,  single-handle kitchen faucet,6.0,93.74,29.0,in store,2023-10-17
ORD-00108897,2023-04-30,135,west,SKU-00002,  power tools ,Impact Driver Kit,6.0,160.25,25.0,online,2023-05-26
ORD-00114417,2023-01-17,121,Southeast,SKU-00039, HARDWARE  , Drywall Anchors (50-ct)  ,12.0,6.33,16.0,instore,2023-02-08
ORD-00107600,2024-12-24,141, southeast ,SKU-00005,Power Tools,compact reciprocating saw ,12.0,106.69,29.0,web,2025-01-01
ORD-00114387,2023-02-20,124,Northeast,SKU-00043,Garden,50 FT. GARDEN HOSE  ,5.0,32.36,8.0,web,2023-03-17
ORD-00119026,2024-06-13,130,Southwest,SKU-00042, Garden ,Hardwood Mulch 2 cu. ft.,6.0,3.85,8.0,in store,2024-07-09
ORD-00118628,2024-08-24,105,W,SKU-00034,  Flooring, LUXURY VINYL PLANK (PER CASE),5.0,58.97,1.0,in_store,2024-08-24
ORD-00139374,2024-12-26,147,Northeast,SKU-00030,  Paint ,PAINTER'S TAPE 1.88 IN.,6.0,6.7,20.0,online,2025-01-06
ORD-00104062,2024-06-07,104,South West,SKU-00016,Lumber, pressure-treated 4x4x8  ,4.0,13.86,2.0,IN-STORE,2024-06-27
ORD-00123558,2024-01-22,149,North East,SKU-00023,Electrical,Duplex Outlet (10-pk),3.0,9.31,29.0,ONLINE,2024-02-20
ORD-00144033,2023-02-22,102,South East,SKU-00024,  Electrical , SINGLE-POLE BREAKER 20A  ,3.0,7.19,21.0,instore,2023-03-19
ORD-00104002,2024-01-30,120,South East,SKU-00023,  ELECTRICAL,Duplex Outlet (10-pk),11.0,8.51,10.0,IN-STORE,2024-02-12
ORD-00121226,2023-07-28,142,SE,SKU-00043, Garden  ,50 ft. Garden Hose,12.0,29.47,15.0,in_store,2023-08-03
ORD-00108483,2023-05-15,109,South West,SKU-00036,Hardware,Deck Screws 5 lb.,12.0,35.03,3.0,In-Store,2023-05-20
ORD-00126112,2024-05-20,136,,SKU-00020,Plumbing,P-Trap Kit,4.0,7.36,22.0,instore,2024-06-02
ORD-00106671,2024-03-22,130,midwest,SKU-00031, Paint ,Angled Brush Set (3-pc),6.0,12.09,,instore,2024-04-09
ORD-00137804,2023-06-01,110,northeast,SKU-00034,  FLOORING ,Luxury Vinyl Plank (per case),4.0,56.74,,Pro-Desk,2023-06-23
ORD-00105126,2024-06-21,117,Northeast,SKU-00044,Garden,Bypass Pruning Shears,7.0,16.6,21.0,prodesk,2024-07-10
ORD-00102375,2024-02-22,117, southeast ,SKU-00034,Flooring,  Luxury Vinyl Plank (per case) ,6.0,57.75,28.0,In-Store,2024-03-07
ORD-00128286,2023-05-12,149,Mid West,SKU-00040,Hardware,Cabinet Knobs (10-pk),12.0,20.68,19.0,ONLINE,2023-05-14
ORD-00115486,2023-06-12,142,W,SKU-00047,Appliances ,52 in. Ceiling Fan  ,2.0,118.71,14.0,in store,2023-07-11
ORD-00103924,2023-02-23,140,southwest,SKU-00007,Hand Tools,25 ft. Tape Measure,7.0,18.61,27.0,in_store,2023-03-11
ORD-00108513,2024-10-13,106,SE,SKU-00034, flooring ,Luxury Vinyl Plank (per case),4.0,,,online,2024-11-08
ORD-00125110,2024-05-01,125,Southwest,SKU-00014, Lumber  ,7/16 in. OSB Board,5.0,,17.0,in_store,2024-05-10
ORD-00144935,2023-04-03,113,Midwest,SKU-00027,  paint,Interior Latex Paint 1 gal.,,33.74,2.0,pro_desk,2023-04-22
ORD-00122421,2023-03-20,113,midwest,SKU-00025,Electrical  ,LED A19 Bulb (4-pk),9.0,11.48,13.0,instore,2023-04-12
ORD-00116194,2023-11-16,116,Southeast,SKU-00045,  GARDEN,All-Purpose Fertilizer 25 lb.,10.0,21.19,4.0,in_store,2023-12-07
ORD-00117524,2024-01-03,128, southeast ,SKU-00035,Flooring, FOAM UNDERLAYMENT ROLL,7.0,24.0,16.0,web,2024-02-01
ORD-00116513,2024-11-13,139,midwest,SKU-00015,  LUMBER  ,1x6 Cedar Board,12.0,8.49,7.0,IN-STORE,2024-12-05
ORD-00106308,2024-03-31,132,southeast,SKU-00038,  Hardware ,Cabinet Hinges (10-pk),9.0,18.0,4.0,instore,2024-04-05
ORD-00108058,2024-10-11,119,Midwest,SKU-00041,Garden,Potting Soil 2 cu. ft.  ,10.0,13.66,0.0,,2024-10-23
ORD-00133420,2023-04-13,125, southeast ,SKU-00030,  Paint  ,PAINTER'S TAPE 1.88 IN. ,2.0,5.8,2.0,In-Store,2023-04-19
ORD-00142751,2023-07-13,108,Northeast,SKU-00019,Plumbing,single-handle kitchen faucet ,4.0,78.83,1.0,online,2023-07-31
ORD-00141085,2024-09-11,126,west,SKU-00029,Paint, 9 in. roller kit ,1.0,16.26,1.0,online,2024-09-27
ORD-00129584,2023-08-07,134, southeast ,SKU-00006,  hand tools,16 oz. claw hammer ,3.0,13.93,19.0,web,2023-08-12
ORD-00125563,2023-05-14,136,northeast,SKU-00021, Plumbing ,Pipe Wrench 14 in.,11.0,,4.0,web,2023-05-27
ORD-00139066,2023-02-20,112,west,SKU-00017,  plumbing  ,  1/2 in. PVC Pipe 10 ft.,6.0,5.7,11.0,Pro-Desk,2023-03-01
ORD-00138989,2023-07-07,100,northeast,SKU-00044,  Garden  ,  bypass pruning shears ,11.0,17.52,10.0,instore,2023-08-02
ORD-00103293,2024-09-27,124,South East,SKU-00041,Garden,Potting Soil 2 cu. ft.,5.0,13.39,5.0,In-Store,2024-10-26
ORD-00132277,2023-10-14,137,Mid West,SKU-00017,plumbing  ,1/2 in. PVC Pipe 10 ft.  ,10.0,5.88,28.0,pro_desk,2023-10-16
ORD-00127358,2024-03-28,146,west,SKU-00017,Plumbing , 1/2 IN. PVC PIPE 10 FT.,12.0,5.74,17.0,,2024-04-15
